CUSTOMERCODE,STATENAME,ST,GENDER,DOB,GENDER1,EMAIL,FEST_CNT,TOTAL_AMOUNT,AC_AMOUNT,AV_AMOUNT,HA_AMOUNT,EMI_CE_AMOUNT,IS_HIGHEND,CNT_VIST,GAP_VISIT
411264,State2,2,Female,0,2,0,1,327800,0,327800,0,0,0,2,1308
2233699,State2,2,Male,0,1,0,2,279100,66500,116900,95700,0,0,4,125
947492,State2,2,Male,0,1,0,1,15800,0,15800,0,0,0,1,0
2597849,State2,2,Male,0,1,0,0,22900,0,22900,0,0,0,1,0
1723998,State2,2,Male,0,1,0,0,46000,0,0,46000,0,0,1,0
408857,State2,2,Male,0,1,0,1,52600,0,52600,0,0,0,1,0
854912,State2,2,Male,0,1,0,0,109100,109100,0,0,0,0,1,0
2200835,State2,2,Male,0,1,0,1,23200,0,0,23200,0,0,1,0
2070407,State2,2,Male,0,1,0,0,17200,0,0,17200,0,0,1,0
801406,State2,2,Male,0,1,0,0,17200,0,17200,0,0,0,1,0
675728,State2,2,Male,0,1,0,1,25900,25900,0,0,0,0,1,0
1812572,State2,2,Male,0,1,0,0,19200,0,0,19200,0,0,1,0
1210682,State2,2,Male,0,1,0,1,17000,0,17000,0,0,0,1,0
795515,State2,2,Male,0,1,0,0,7500,0,0,7500,0,0,1,0
999475,State2,2,Male,0,1,0,1,26700,0,0,26700,0,0,1,0
465533,State2,2,Male,0,1,0,0,42900,0,42900,0,0,0,1,0
2193792,State2,2,Female,0,2,0,1,14200,0,14200,0,0,0,1,0
692601,State2,2,Female,0,2,0,1,44600,44600,0,0,0,0,1,0
838898,State2,2,Male,0,1,0,0,52600,52600,0,0,0,0,1,0
1945046,State2,2,Female,0,2,0,0,54700,0,0,54700,0,0,1,0
575953,State2,2,Female,0,2,0,0,68100,0,68100,0,0,0,1,0
753372,State2,2,Male,0,1,0,0,15800,0,15800,0,0,0,1,0
1269751,State2,2,Female,0,2,0,1,17500,0,0,17500,0,0,1,0
1296213,State2,2,Male,0,1,0,1,20600,0,0,20600,0,0,1,0
2613927,State2,2,Male,0,1,0,0,16000,0,0,16000,0,0,1,0
553821,State2,2,Male,0,1,0,0,17400,0,17400,0,0,0,1,0
2445898,State2,2,Male,0,1,0,1,17200,0,0,17200,0,0,1,0
611601,State2,2,Female,0,2,0,0,14000,0,0,14000,0,0,1,0
645169,State2,2,Male,0,1,0,1,16500,0,16500,0,0,0,1,0
526537,State2,2,Male,0,1,0,1,15700,0,15700,0,0,0,1,0
887772,State2,2,Male,0,1,0,0,16200,0,16200,0,0,0,1,0
713806,State2,2,Female,0,2,0,0,14100,0,0,14100,0,0,1,0
1293082,State2,2,Male,0,1,0,1,16200,0,0,16200,0,0,1,0
901149,State2,2,Male,0,1,0,1,42100,0,15100,27000,0,0,1,0
892226,State2,2,Male,0,1,0,1,12500,0,0,12500,0,0,1,0
1433604,State2,2,Male,0,1,0,0,40300,0,40300,0,0,0,1,0
529863,State2,2,Male,0,1,0,1,36600,0,0,36600,0,0,1,0
1860510,State2,2,Male,0,1,0,0,90200,0,90200,0,0,0,1,0
1746227,State2,2,Female,0,2,0,0,34200,0,0,34200,0,0,1,0
2215340,State2,2,Male,0,1,0,1,47400,0,47400,0,0,0,1,0
658105,State2,2,Male,0,1,0,1,31100,0,31100,0,0,0,1,0
1661202,State2,2,Male,0,1,0,1,26000,0,26000,0,0,0,1,0
1913645,State2,2,Male,0,1,0,1,35900,0,35900,0,0,0,1,0
456897,State2,2,Male,0,1,0,0,16400,0,16400,0,0,0,1,0
2040108,State2,2,Male,0,1,0,0,13500,0,0,13500,0,0,1,0
2418979,State2,2,Male,0,1,0,1,26600,0,14900,11700,0,0,2,82
1634498,State2,2,Male,0,1,0,1,13500,0,13500,0,0,0,1,0
1047725,State2,2,Male,0,1,0,1,15700,0,0,15700,0,0,1,0
2233028,State2,2,Male,0,1,0,1,5500,0,0,5500,0,0,1,0
2352006,State2,2,Male,0,1,0,1,24900,0,0,24900,0,0,1,0
1220786,State2,2,Male,0,1,0,0,18400,0,0,18400,0,0,1,0
1047116,State2,2,Male,0,1,0,1,10400,0,0,10400,0,0,1,0
2606990,State2,2,Male,0,1,0,0,16600,0,16600,0,0,0,1,0
1160446,State2,2,Male,0,1,0,1,13700,0,13700,0,0,0,1,0
1969985,State2,2,Male,0,1,0,0,16900,0,0,16900,0,0,1,0
2467756,State2,2,Male,0,1,0,1,52100,52100,0,0,0,0,1,0
741981,State2,2,Male,0,1,0,0,63100,0,0,63100,0,0,2,267
770877,State2,2,Male,0,1,0,0,17500,0,17500,0,0,0,1,0
1361079,State2,2,Male,0,1,0,1,21100,0,0,21100,0,0,1,0
764402,State2,2,Male,0,1,0,0,24200,0,0,24200,0,0,1,0
1043148,State2,2,Male,0,1,0,1,22700,0,0,22700,0,0,1,0
440557,State2,2,Male,0,1,0,0,12900,0,12900,0,0,0,1,0
1447321,State2,2,Female,0,2,0,0,44600,44600,0,0,0,0,1,0
1281244,State2,2,Male,0,1,0,1,15900,0,15900,0,0,0,1,0
2602089,State2,2,Male,0,1,0,0,22700,0,22700,0,0,0,1,0
2224584,State2,2,Male,0,1,0,1,12200,0,0,12200,0,0,1,0
998626,State2,2,Male,0,1,0,1,54100,0,54100,0,0,0,1,0
1916412,State2,2,Female,0,2,0,1,14800,0,0,14800,0,0,1,0
2448381,State2,2,Female,0,2,0,1,20900,0,0,20900,0,0,1,0
826620,State2,2,Male,0,1,0,0,18500,0,0,18500,0,0,1,0
790476,State2,2,Male,0,1,0,0,15000,0,0,15000,0,0,1,0
1458749,State2,2,Male,0,1,0,0,16700,0,0,16700,0,0,1,0
1499391,State2,2,Male,0,1,0,0,47500,0,0,47500,0,0,2,21
1591024,State2,2,Male,0,1,0,1,27000,0,0,27000,0,0,1,0
2346173,State2,2,Female,0,2,0,1,68200,0,68200,0,0,0,1,0
2226980,State2,2,Male,0,1,0,1,47000,0,14500,32500,0,0,1,0
2167484,State2,2,Male,0,1,0,0,14800,0,14800,0,0,0,1,0
2070645,State2,2,Female,0,2,0,0,25700,0,0,25700,0,0,1,0
499071,State2,2,Male,0,1,0,1,15500,0,15500,0,0,0,1,0
1921347,State2,2,Female,0,2,0,1,65800,0,65800,0,0,0,1,0
822322,State2,2,Male,0,1,0,0,12800,0,0,12800,0,0,1,0
1272210,State2,2,Male,0,1,0,1,45700,0,0,45700,0,0,1,0
520525,State2,2,Male,0,1,0,1,15200,0,15200,0,0,0,1,0
2019194,State2,2,Male,0,1,0,0,26100,0,26100,0,0,0,1,0
2206116,State2,2,Male,0,1,0,1,18800,0,0,18800,0,0,1,0
431601,State2,2,Male,0,1,0,0,34300,0,34300,0,0,0,1,0
696589,State2,2,Female,0,2,0,1,16000,0,0,16000,0,0,1,0
1441436,State2,2,Male,0,1,0,0,19100,0,0,19100,0,0,1,0
516200,State2,2,Male,0,1,0,1,24100,0,24100,0,0,0,1,0
595113,State2,2,Male,0,1,0,0,13200,0,0,13200,0,0,1,0
2145120,State2,2,Male,0,1,0,1,16600,0,16600,0,0,0,1,0
758773,State2,2,Male,0,1,0,0,59600,0,27100,32500,0,0,1,0
904710,State2,2,Male,0,1,0,1,19500,0,0,19500,0,0,1,0
805186,State2,2,Male,0,1,0,0,30800,0,0,30800,0,0,1,0
1673168,State2,2,Male,0,1,0,1,16900,0,16900,0,0,0,1,0
977983,State2,2,Male,0,1,0,1,18100,0,18100,0,0,0,1,0
949042,State2,2,Male,0,1,0,1,25800,0,25800,0,0,0,1,0
1665808,State2,2,Male,0,1,0,1,31300,0,31300,0,0,0,1,0
2514740,State2,2,Male,0,1,0,0,22300,0,0,22300,0,0,1,0
620940,State2,2,Male,0,1,1,1,10700,0,0,10700,0,0,1,0
2478361,State2,2,Male,0,1,0,1,18100,0,0,18100,0,0,1,0
742001,State2,2,Male,0,1,0,0,13400,0,0,13400,0,0,1,0
1227703,State2,2,Male,0,1,0,0,15800,0,15800,0,0,0,1,0
717749,State2,2,Male,0,1,0,0,62300,0,62300,0,0,0,1,0
1284607,State2,2,Male,0,1,0,1,20500,0,0,20500,0,0,1,0
2561684,State2,2,Female,0,2,0,0,16800,0,0,16800,0,0,1,0
961465,State2,2,Male,0,1,0,1,33700,0,0,33700,0,0,1,0
2452472,State2,2,Male,0,1,0,1,19000,0,0,19000,0,0,1,0
1953551,State2,2,Male,0,1,0,0,20600,0,0,20600,0,0,1,0
777587,State2,2,Male,0,1,0,0,26900,0,0,26900,0,0,1,0
941763,State2,2,Male,0,1,0,1,17400,0,0,17400,0,0,1,0
1881026,State2,2,Male,0,1,0,2,120200,51700,45700,22800,0,0,2,12
1690783,State2,2,Male,0,1,0,1,24200,0,0,24200,0,0,1,0
1087743,State2,2,Male,0,1,0,0,19600,0,0,19600,0,0,1,0
1873320,State2,2,Male,0,1,0,1,78500,78500,0,0,0,0,1,0
2197141,State2,2,Female,0,2,0,1,45600,0,45600,0,0,0,1,0
1192704,State2,2,Male,0,1,0,1,17800,0,17800,0,0,0,1,0
1659962,State2,2,Male,0,1,0,1,28700,0,0,28700,0,0,1,0
628080,State2,2,Male,0,1,0,1,31100,0,31100,0,0,0,1,0
1478594,State2,2,Male,0,1,0,0,26600,0,0,26600,0,0,1,0
1183842,State2,2,Female,1,2,1,4,679400,0,534800,144600,0,0,7,395
2214769,State2,2,Male,0,1,0,1,66500,0,48100,18400,0,0,2,1
1080073,State2,2,Male,0,1,0,1,77200,0,77200,0,0,0,1,0
2074628,State2,2,Male,0,1,0,0,20300,0,0,20300,0,0,1,0
2200719,State2,2,Male,0,1,0,2,147400,47000,50100,50300,0,0,4,206
1362250,State2,2,Male,0,1,0,1,17100,0,17100,0,0,0,1,0
1581042,State2,2,Male,0,1,0,1,14000,0,14000,0,0,0,1,0
815527,State2,2,Male,0,1,0,0,24500,0,0,24500,0,0,1,0
374622,State2,2,Male,0,1,1,1,14800,0,14800,0,0,0,1,0
1773648,State2,2,Female,0,2,0,1,70200,0,70200,0,0,0,3,31
931880,State2,2,Male,0,1,0,2,43800,0,43800,0,0,0,2,4
1982442,State2,2,Male,0,1,0,0,58700,0,15300,43400,0,0,2,67
1279236,State2,2,Male,0,1,0,1,24900,0,0,24900,0,0,1,0
2486889,State2,2,Female,0,2,0,1,14700,0,14700,0,0,0,1,0
1402022,State2,2,Male,0,1,0,0,63700,0,63700,0,0,0,1,0
1797401,State2,2,Male,0,1,0,1,72100,0,0,72100,0,0,1,0
2384289,State2,2,Male,0,1,0,0,20300,0,0,20300,0,0,1,0
1426704,State2,2,Male,0,1,0,0,24200,0,24200,0,0,0,1,0
1567157,State2,2,Female,0,2,0,1,31600,0,31600,0,0,0,1,0
2146308,State2,2,Male,0,1,0,1,31500,0,0,31500,0,0,1,0
1253079,State2,2,Male,0,1,0,0,15600,0,15600,0,0,0,1,0
1246565,State2,2,Male,0,1,0,0,17500,0,17500,0,0,0,1,0
571298,State2,2,Male,0,1,0,0,36800,0,0,36800,0,0,2,1
2434034,State2,2,Male,0,1,0,1,27300,0,27300,0,0,0,1,0
1929184,State2,2,Male,0,1,0,0,37500,37500,0,0,0,0,1,0
2226150,State2,2,Male,0,1,0,1,20000,0,0,20000,0,0,1,0
1622839,State2,2,Male,0,1,0,0,14400,0,14400,0,0,0,1,0
1494405,State2,2,Female,0,2,0,0,38400,0,0,38400,0,0,1,0
2232826,State2,2,Female,0,2,0,1,28600,0,0,28600,0,0,1,0
1661095,State2,2,Male,0,1,0,1,16400,0,16400,0,0,0,1,0
1275069,State2,2,Male,0,1,0,1,22900,0,0,22900,0,0,1,0
388021,State2,2,Male,0,1,0,1,14800,0,14800,0,0,0,1,0
598682,State2,2,Male,0,1,0,0,19100,0,0,19100,0,0,1,0
1777938,State2,2,Male,0,1,0,1,22200,0,0,22200,0,0,1,0
889210,State2,2,Female,0,2,0,0,50700,0,18400,32300,0,0,1,0
542388,State2,2,Male,0,1,0,1,93800,0,93800,0,0,0,1,0
2637816,State2,2,Male,0,1,0,0,14300,0,0,14300,0,0,1,0
815361,State2,2,Male,0,1,0,0,54900,0,0,54900,0,0,1,0
716666,State2,2,Male,0,1,0,0,36500,0,36500,0,0,0,1,0
484619,State2,2,Male,0,1,0,0,38100,0,38100,0,0,0,1,0
836310,State2,2,Male,0,1,0,0,15500,0,15500,0,0,0,1,0
881569,State2,2,Female,0,2,0,1,73900,0,0,73900,0,0,2,10
934384,State2,2,Male,0,1,0,1,13800,0,0,13800,0,0,1,0
614282,State2,2,Male,0,1,0,0,22700,0,22700,0,0,0,1,0
2556349,State2,2,Female,0,2,0,0,17800,0,0,17800,0,0,1,0
1625498,State2,2,Male,0,1,0,1,13500,0,13500,0,0,0,1,0
2198781,State2,2,Male,0,1,0,1,54300,0,54300,0,0,0,1,0
2156137,State2,2,Male,0,1,0,1,24300,0,0,24300,0,0,1,0
849744,State2,2,Male,0,1,0,0,15100,0,0,15100,0,0,1,0
410813,State2,2,Female,0,2,0,1,18400,0,0,18400,0,0,1,0
1011814,State2,2,Male,0,1,0,1,18100,0,0,18100,0,0,1,0
1793477,State2,2,Male,0,1,0,1,17900,0,0,17900,0,0,1,0
2488615,State2,2,Male,0,1,0,1,50200,0,50200,0,0,0,1,0
1580668,State2,2,Male,0,1,0,1,16600,0,0,16600,0,0,1,0
673650,State2,2,Male,0,1,0,1,17600,0,17600,0,0,0,1,0
1488160,State2,2,Male,0,1,0,0,13400,0,0,13400,0,0,1,0
637692,State2,2,Male,0,1,0,1,18200,0,0,18200,0,0,1,0
2105234,State2,2,Male,0,1,0,1,16200,0,0,16200,0,0,1,0
2376647,State2,2,Male,0,1,0,0,16300,0,0,16300,0,0,1,0
501678,State2,2,Male,0,1,0,1,27700,0,0,27700,0,0,1,0
741190,State2,2,Male,0,1,0,0,22800,0,0,22800,0,0,1,0
804576,State2,2,Male,0,1,0,0,16400,0,16400,0,0,0,1,0
994858,State2,2,Male,0,1,0,1,21600,0,0,21600,0,0,1,0
674770,State2,2,Male,0,1,0,1,26600,0,0,26600,0,0,1,0
1145690,State2,2,Male,0,1,0,0,15000,0,15000,0,0,0,1,0
478036,State2,2,Male,0,1,0,0,41000,0,0,41000,0,0,1,0
1975326,State2,2,Male,0,1,0,0,19600,0,0,19600,0,0,1,0
1587354,State2,2,Male,0,1,0,1,18000,0,0,18000,0,0,1,0
504544,State2,2,Male,0,1,0,1,15100,0,15100,0,0,0,1,0
447443,State2,2,Male,0,1,0,0,12900,0,0,12900,0,0,1,0
1943364,State2,2,Male,0,1,0,0,35200,0,18000,17200,0,0,1,0
2598041,State2,2,Male,0,1,0,0,12500,0,0,12500,0,0,1,0
1028908,State2,2,Male,0,1,0,1,29000,0,0,29000,0,0,1,0
984749,State2,2,Male,0,1,0,1,17000,0,17000,0,0,0,1,0
2378791,State2,2,Male,0,1,0,0,16800,0,0,16800,0,0,1,0
1564960,State2,2,Male,0,1,0,1,24100,0,0,24100,0,0,1,0
2251819,State2,2,Female,0,2,0,1,58500,0,26600,31900,0,0,2,22
722775,State2,2,Female,0,2,0,0,30000,0,30000,0,0,0,1,0
1998847,State2,2,Male,0,1,0,0,66300,0,0,66300,0,0,1,0
2436671,State2,2,Male,0,1,0,1,17300,0,0,17300,0,0,1,0
651679,State2,2,Male,0,1,0,1,29600,0,29600,0,0,0,1,0
695452,State2,2,Male,0,1,0,1,11400,0,0,11400,0,0,1,0
1247583,State2,2,Female,0,2,0,0,14700,0,0,14700,0,0,1,0
995245,State2,2,Male,0,1,0,1,39700,0,0,39700,0,0,1,0
2027058,State2,2,Male,0,1,0,0,15200,0,0,15200,0,0,1,0
2323102,State2,2,Male,0,1,0,2,32300,0,15200,17100,0,0,2,97
2497407,State2,2,Male,0,1,0,0,21100,0,0,21100,0,0,1,0
716090,State2,2,Male,0,1,0,0,25600,0,0,25600,0,0,1,0
1523023,State2,2,Male,0,1,0,0,23000,0,0,23000,0,0,1,0
845142,State2,2,Male,0,1,0,0,14800,0,14800,0,0,0,1,0
1311368,State2,2,Male,0,1,0,1,16300,0,0,16300,0,0,1,0
2459652,State2,2,Male,0,1,0,1,16600,0,16600,0,0,0,1,0
766991,State2,2,Male,0,1,0,0,2900,0,2900,0,0,0,1,0
418697,State2,2,Male,0,1,0,1,22400,0,0,22400,0,0,1,0
2536557,State2,2,Male,0,1,0,0,18100,0,0,18100,0,0,1,0
932238,State2,2,Male,0,1,0,1,11800,0,0,11800,0,0,1,0
1485447,State2,2,Male,0,1,0,0,17900,0,0,17900,0,0,1,0
1294098,State2,2,Male,0,1,0,1,15500,0,15500,0,0,0,1,0
2216059,State2,2,Male,0,1,0,1,17900,0,17900,0,0,0,1,0
1805020,State2,2,Male,0,1,0,0,13400,0,0,13400,0,0,1,0
1977739,State2,2,Male,0,1,0,0,16800,0,0,16800,0,0,1,0
1964267,State2,2,Male,0,1,0,0,19400,0,0,19400,0,0,1,0
1077897,State2,2,Male,0,1,0,1,18700,0,0,18700,0,0,1,0
2510285,State2,2,Male,0,1,0,0,53000,0,0,53000,0,0,1,0
1291098,State2,2,Male,0,1,0,1,13400,0,0,13400,0,0,1,0
2143350,State2,2,Male,0,1,0,1,36800,0,13700,23100,0,0,1,0
1602537,State2,2,Male,0,1,0,1,21500,0,0,21500,0,0,1,0
1959095,State2,2,Male,0,1,0,0,12700,0,0,12700,0,0,1,0
627509,State2,2,Female,0,2,0,1,13000,0,0,13000,0,0,1,0
723630,State2,2,Male,0,1,0,0,28400,0,0,28400,0,0,1,0
1073196,State2,2,Male,0,1,0,1,32700,0,32700,0,0,0,1,0
915008,State2,2,Male,0,1,0,1,24500,0,0,24500,0,0,1,0
1772926,State2,2,Male,0,1,0,1,16500,0,16500,0,0,0,1,0
2125124,State2,2,Male,0,1,0,1,38700,0,38700,0,0,0,1,0
2125422,State2,2,Male,0,1,0,1,26500,0,0,26500,0,0,1,0
1281813,State2,2,Female,0,2,0,1,15500,0,0,15500,0,0,1,0
1026274,State2,2,Male,0,1,0,1,19200,0,0,19200,0,0,1,0
2269148,State2,2,Male,0,1,1,0,16900,0,0,16900,0,0,1,0
1496958,State2,2,Male,0,1,0,0,6000,0,6000,0,0,0,1,0
378657,State2,2,Male,0,1,0,1,34900,0,34900,0,0,0,1,0
1580704,State2,2,Male,0,1,0,1,14300,0,14300,0,0,0,1,0
426271,State2,2,Male,0,1,0,1,24400,0,0,24400,0,0,1,0
976686,State2,2,Female,0,2,0,1,17600,0,0,17600,0,0,1,0
1472462,State2,2,Male,0,1,0,0,41600,41600,0,0,0,0,1,0
2608822,State2,2,Male,1,1,0,0,127000,0,114700,12300,0,0,2,3
406542,State2,2,Male,0,1,0,1,16500,0,16500,0,0,0,1,0
1343156,State2,2,Male,0,1,0,1,16400,0,16400,0,0,0,1,0
2637604,State2,2,Male,0,1,0,0,42000,0,0,42000,0,0,1,0
1237646,State2,2,Male,0,1,0,0,65600,0,45800,19800,0,0,1,0
1877940,State2,2,Female,0,2,0,1,47900,47900,0,0,0,0,1,0
1205105,State2,2,Male,0,1,0,1,77700,0,77700,0,0,0,1,0
2008929,State2,2,Male,0,1,0,0,18800,0,0,18800,0,0,1,0
473913,State2,2,Male,0,1,0,0,31800,0,31800,0,0,0,1,0
1690841,State2,2,Male,0,1,1,1,29200,0,29200,0,0,0,1,0
1992977,State2,2,Male,0,1,0,0,27700,0,0,27700,0,0,1,0
640003,State2,2,Male,0,1,0,1,29100,0,29100,0,0,0,1,0
1118327,State2,2,Male,0,1,0,0,14600,0,14600,0,0,0,1,0
1236846,State2,2,Male,0,1,0,0,30800,0,30800,0,0,0,1,0
573660,State2,2,Male,0,1,0,0,14800,0,0,14800,0,0,1,0
1283570,State2,2,Female,0,2,0,1,14000,0,0,14000,0,0,1,0
1768917,State2,2,Male,1,1,1,3,61100,0,47000,14100,0,0,3,449
2521907,State2,2,Male,0,1,0,0,31600,0,0,31600,0,0,1,0
2605194,State2,2,Female,0,2,0,0,16700,0,0,16700,0,0,1,0
2513002,State2,2,Male,0,1,0,0,33000,0,15000,18000,0,0,1,0
2388684,State2,2,Female,0,2,0,0,18000,0,0,18000,0,0,1,0
641994,State2,2,Male,0,1,0,2,54400,0,0,54400,0,0,2,13
2568861,State2,2,Male,0,1,0,0,14300,0,14300,0,0,0,1,0
1853890,State2,2,Male,0,1,0,1,60800,0,0,60800,0,0,2,176
692578,State2,2,Female,0,2,0,1,14400,0,14400,0,0,0,1,0
1581420,State2,2,Male,0,1,0,1,15700,0,0,15700,0,0,1,0
2280281,State2,2,Male,0,1,0,0,17200,0,0,17200,0,0,1,0
1576710,State2,2,Male,0,1,0,1,29400,0,29400,0,0,0,1,0
1207273,State2,2,Male,0,1,0,1,20600,0,0,20600,0,0,1,0
581508,State2,2,Male,0,1,0,0,2400,0,2400,0,0,0,1,0
1456176,State2,2,Male,0,1,0,0,31000,0,0,31000,0,0,1,0
412872,State2,2,Male,0,1,0,1,86400,0,86400,0,0,0,2,11
1408831,State2,2,Male,0,1,0,0,16900,0,0,16900,0,0,1,0
1826679,State2,2,Male,0,1,0,0,21400,0,21400,0,0,0,1,0
1638845,State2,2,Male,0,1,0,1,17800,0,0,17800,0,0,1,0
771264,State2,2,Male,0,1,0,0,21500,0,0,21500,0,0,1,0
620205,State2,2,Male,0,1,0,1,14800,0,14800,0,0,0,1,0
1161170,State2,2,Male,0,1,0,1,28100,28100,0,0,0,0,1,0
2038626,State2,2,Male,0,1,0,0,17900,0,17900,0,0,0,1,0
2103073,State2,2,Male,0,1,0,1,14700,0,14700,0,0,0,1,0
1586440,State2,2,Male,0,1,0,1,59100,0,59100,0,0,0,2,2
693254,State2,2,Male,0,1,0,1,15400,0,0,15400,0,0,1,0
2346666,State2,2,Male,0,1,0,1,15600,0,15600,0,0,0,1,0
801806,State2,2,Female,0,2,0,0,26600,0,0,26600,0,0,1,0
833836,State2,2,Male,0,1,0,0,14600,0,14600,0,0,0,1,0
771916,State2,2,Male,0,1,0,0,16700,0,16700,0,0,0,1,0
1541006,State2,2,Male,0,1,0,1,44300,0,0,44300,0,0,1,0
1219019,State2,2,Male,0,1,0,0,19300,0,0,19300,0,0,1,0
1455515,State2,2,Male,0,1,0,0,45000,45000,0,0,0,0,1,0
2414810,State2,2,Female,0,2,0,0,16600,0,0,16600,0,0,1,0
432011,State2,2,Male,0,1,0,0,25800,0,0,25800,0,0,1,0
1194854,State2,2,Male,0,1,0,1,14000,0,14000,0,0,0,1,0
1635111,State2,2,Male,0,1,0,1,16500,0,16500,0,0,0,1,0
733683,State2,2,Male,0,1,0,0,57700,0,57700,0,0,0,1,0
1076490,State2,2,Female,0,2,0,1,16200,0,16200,0,0,0,1,0
1001878,State2,2,Male,0,1,0,1,31500,0,0,31500,0,0,1,0
1266745,State2,2,Male,0,1,0,1,13400,0,0,13400,0,0,1,0
1455582,State2,2,Male,0,1,0,0,12900,0,0,12900,0,0,1,0
2561092,State2,2,Male,0,1,0,0,13300,0,13300,0,0,0,1,0
465320,State2,2,Male,0,1,0,0,5000,0,0,5000,0,0,1,0
1463819,State2,2,Male,0,1,0,0,17500,0,0,17500,0,0,1,0
2266525,State2,2,Female,1,2,1,0,21500,0,0,21500,0,0,1,0
1523473,State2,2,Female,0,2,0,1,65100,42200,0,22900,0,0,2,255
849077,State2,2,Female,0,2,0,0,23000,0,23000,0,0,0,1,0
994046,State2,2,Male,0,1,0,1,12200,0,12200,0,0,0,1,0
1915355,State2,2,Male,0,1,0,1,24300,0,0,24300,0,0,1,0
1782491,State2,2,Female,0,2,0,1,12600,0,0,12600,0,0,1,0
837838,State2,2,Male,0,1,0,0,20200,0,0,20200,0,0,1,0
1168560,State2,2,Male,0,1,0,1,17900,0,0,17900,0,0,1,0
1548151,State2,2,Male,0,1,0,2,42000,0,0,42000,0,0,2,133
2452356,State2,2,Male,0,1,0,1,62700,0,26900,35800,0,0,1,0
1028805,State2,2,Male,0,1,0,1,26300,0,0,26300,0,0,1,0
1092051,State2,2,Male,0,1,0,0,0,0,0,0,0,0,1,0
382765,State2,2,Male,0,1,0,1,24900,0,0,24900,0,0,1,0
842320,State2,2,Male,0,1,0,0,27600,0,0,27600,0,0,1,0
420326,State2,2,Male,0,1,0,1,41600,0,41600,0,0,0,1,0
1961116,State2,2,Male,0,1,0,0,31100,0,0,31100,0,0,1,0
551957,State2,2,Female,0,2,0,0,24700,0,0,24700,0,0,2,1
510391,State2,2,Male,0,1,0,1,20400,0,0,20400,0,0,1,0
2052830,State2,2,Male,0,1,0,0,46700,0,0,46700,0,0,1,0
647007,State2,2,Male,0,1,0,1,13700,0,0,13700,0,0,1,0
555297,State2,2,Male,0,1,0,0,35100,0,35100,0,0,0,1,0
1333604,State2,2,Male,0,1,0,1,137000,0,137000,0,0,0,2,1
2561272,State2,2,Male,0,1,0,0,25800,0,25800,0,0,0,1,0
848309,State2,2,Male,0,1,0,0,49300,0,0,49300,0,0,1,0
1527920,State2,2,Male,0,1,0,0,15600,0,0,15600,0,0,1,0
1920571,State2,2,Male,0,1,0,1,20100,0,0,20100,0,0,1,0
437011,State2,2,Male,0,1,0,0,141000,0,141000,0,0,0,1,0
1763312,State2,2,Female,0,2,0,1,46400,0,46400,0,0,0,1,0
1004005,State2,2,Male,0,1,0,1,78300,0,78300,0,0,0,2,33
785747,State2,2,Male,0,1,0,0,15800,0,0,15800,0,0,1,0
1005660,State2,2,Male,0,1,0,2,43500,0,0,43500,0,0,2,754
1298292,State2,2,Male,0,1,0,1,27400,0,0,27400,0,0,1,0
1983103,State2,2,Male,0,1,0,0,33200,0,15100,18100,0,0,1,0
532298,State2,2,Male,0,1,0,1,35200,0,35200,0,0,0,1,0
890846,State2,2,Male,0,1,0,1,60400,0,60400,0,0,0,1,0
1641236,State2,2,Male,1,1,1,1,24300,0,24300,0,0,0,1,0
1897946,State2,2,Male,0,1,0,1,16700,0,0,16700,0,0,1,0
1394593,State2,2,Male,0,1,0,0,17000,0,0,17000,0,0,1,0
1196791,State2,2,Male,0,1,0,1,28000,0,0,28000,0,0,1,0
948058,State2,2,Male,0,1,0,1,29300,0,0,29300,0,0,1,0
500204,State2,2,Male,0,1,0,1,37700,0,37700,0,0,0,1,0
1625867,State2,2,Male,0,1,0,1,20200,0,0,20200,0,0,1,0
1647112,State2,2,Male,0,1,0,1,14900,0,14900,0,0,0,1,0
938243,State2,2,Male,0,1,0,1,27900,0,27900,0,0,0,1,0
762042,State2,2,Male,0,1,0,0,37000,0,0,37000,0,0,2,1
385800,State2,2,Female,0,2,0,1,45800,0,45800,0,0,0,1,0
1098457,State2,2,Male,0,1,0,0,18700,0,0,18700,0,0,1,0
743920,State2,2,Male,0,1,0,0,18600,0,18600,0,0,0,1,0
442872,State2,2,Female,0,2,0,0,274700,0,274700,0,0,0,3,8
369205,State2,2,Male,0,1,0,1,45900,0,45900,0,0,0,1,0
425449,State2,2,Female,0,2,1,1,25000,0,0,25000,0,0,1,0
501797,State2,2,Male,0,1,0,1,14600,0,14600,0,0,0,1,0
1832324,State2,2,Male,0,1,0,0,12400,0,0,12400,0,0,1,0
443327,State2,2,Female,0,2,0,0,21100,0,0,21100,0,0,1,0
593048,State2,2,Female,0,2,0,0,5000,0,0,5000,0,0,1,0
404000,State2,2,Female,0,2,0,1,14200,0,0,14200,0,0,1,0
980257,State2,2,Male,0,1,0,1,16100,0,16100,0,0,0,1,0
1942575,State2,2,Male,0,1,0,0,14400,0,0,14400,0,0,1,0
522306,State2,2,Male,0,1,0,1,15200,0,15200,0,0,0,1,0
744875,State2,2,Male,0,1,0,0,18300,0,0,18300,0,0,1,0
514690,State2,2,Male,0,1,0,1,28200,0,28200,0,0,0,1,0
2240733,State2,2,Female,0,2,0,1,16200,0,0,16200,0,0,1,0
1828937,State2,2,Male,0,1,0,0,16900,0,0,16900,0,0,1,0
