CONTINENT,REGIONID,PRODUCTGROUP,PRODUCT,YEARWEEK,QTY
N05,A65,PG03,PRODUCT58,201431,131
N05,A65,PG03,PRODUCT59,201431,7357
N05,A65,PG02,PRODUCT34,201431,1975
N05,A65,PG02,PRODUCT40,201431,1
N05,A65,PG03,PRODUCT47,201431,22
N05,A65,PG03,PRODUCT60,201431,72
N05,A65,PG03,PRODUCT56,201431,113
N05,A65,PG03,PRODUCT57,201431,114
N05,A65,PG01,PRODUCT12,201431,1393
N05,A65,PG01,PRODUCT01,201431,85
N05,A65,PG02,PRODUCT33,201431,84
N05,A65,PG01,PRODUCT14,201431,0
N05,A65,PG03,PRODUCT62,201431,255
N02,A24,PG03,PRODUCT58,201431,655
N02,A24,PG04,PRODUCT63,201431,126
N04,A46,PG03,PRODUCT58,201431,381
N04,A46,PG03,PRODUCT59,201431,27114
N04,A46,PG02,PRODUCT34,201431,3025
N01,A01,PG01,PRODUCT02,201431,419
N01,A01,PG01,PRODUCT06,201431,0
N01,A01,PG03,PRODUCT58,201431,12235
N01,A01,PG04,PRODUCT63,201431,43547
N01,A01,PG01,PRODUCT15,201431,4381
N01,A01,PG01,PRODUCT04,201431,14911
N01,A01,PG01,PRODUCT16,201431,1018
N01,A01,PG03,PRODUCT59,201431,519938
N01,A01,PG02,PRODUCT34,201431,96530
N01,A01,PG01,PRODUCT07,201431,1449
N01,A01,PG04,PRODUCT75,201431,35098
N01,A01,PG01,PRODUCT08,201431,238
N01,A01,PG02,PRODUCT19,201431,4001
N01,A01,PG02,PRODUCT20,201431,40
N01,A01,PG03,PRODUCT47,201431,5426
N01,A01,PG03,PRODUCT60,201431,-4
N01,A01,PG03,PRODUCT56,201431,4573
N01,A01,PG03,PRODUCT57,201431,7934
N01,A01,PG01,PRODUCT12,201431,122777
N01,A01,PG01,PRODUCT01,201431,8149
N01,A01,PG02,PRODUCT33,201431,7026
N01,A01,PG01,PRODUCT14,201431,10063
N01,A01,PG03,PRODUCT62,201431,6862
N01,A02,PG01,PRODUCT02,201431,3049
N01,A02,PG01,PRODUCT06,201431,0
N01,A02,PG03,PRODUCT58,201431,1092
N01,A02,PG04,PRODUCT63,201431,1237
N01,A02,PG01,PRODUCT04,201431,968
N01,A02,PG01,PRODUCT16,201431,0
N01,A02,PG03,PRODUCT59,201431,30988
N01,A02,PG02,PRODUCT34,201431,14799
N01,A02,PG03,PRODUCT47,201431,1052
N01,A02,PG03,PRODUCT60,201431,70
N01,A02,PG03,PRODUCT56,201431,141
N01,A02,PG03,PRODUCT57,201431,55
N01,A02,PG01,PRODUCT12,201431,4946
N01,A02,PG01,PRODUCT01,201431,97
N01,A02,PG02,PRODUCT33,201431,1730
N01,A02,PG01,PRODUCT14,201431,1883
N01,A02,PG03,PRODUCT62,201431,678
N01,A03,PG01,PRODUCT02,201431,1376
N01,A03,PG01,PRODUCT06,201431,5
N01,A03,PG03,PRODUCT58,201431,706
N01,A03,PG04,PRODUCT63,201431,2985
N01,A03,PG01,PRODUCT15,201431,1566
N01,A03,PG01,PRODUCT04,201431,1500
N01,A03,PG01,PRODUCT16,201431,2816
N01,A03,PG03,PRODUCT59,201431,19462
N01,A03,PG02,PRODUCT34,201431,6549
N01,A03,PG03,PRODUCT47,201431,275
N01,A03,PG03,PRODUCT56,201431,154
N01,A03,PG03,PRODUCT57,201431,2448
N01,A03,PG01,PRODUCT12,201431,13161
N01,A03,PG01,PRODUCT01,201431,89
N01,A03,PG02,PRODUCT33,201431,879
N01,A03,PG01,PRODUCT14,201431,118
N01,A03,PG03,PRODUCT62,201431,1217
N02,A19,PG03,PRODUCT58,201431,385
N02,A19,PG03,PRODUCT59,201431,68227
N02,A19,PG02,PRODUCT34,201431,775
N02,A16,PG03,PRODUCT58,201431,1014
N02,A16,PG04,PRODUCT63,201431,2392
N02,A16,PG01,PRODUCT15,201431,499
N02,A16,PG01,PRODUCT04,201431,2586
N02,A16,PG01,PRODUCT16,201431,808
N02,A16,PG03,PRODUCT59,201431,75834
N02,A16,PG02,PRODUCT34,201431,9774
N03,A45,PG03,PRODUCT47,201451,6
N03,A45,PG03,PRODUCT60,201451,4032
N03,A45,PG03,PRODUCT56,201451,170
N03,A45,PG03,PRODUCT57,201451,277
N03,A45,PG01,PRODUCT12,201451,30479
N03,A45,PG01,PRODUCT01,201451,556
N03,A45,PG02,PRODUCT33,201451,3056
N03,A44,PG03,PRODUCT58,201451,96
N03,A44,PG03,PRODUCT59,201451,51939
N03,A44,PG02,PRODUCT34,201451,10363
N03,A44,PG03,PRODUCT47,201451,3
N03,A44,PG03,PRODUCT60,201451,1604
N03,A44,PG03,PRODUCT56,201451,110
N03,A44,PG03,PRODUCT57,201451,360
N03,A44,PG01,PRODUCT12,201451,14900
N03,A44,PG01,PRODUCT01,201451,397
N03,A44,PG02,PRODUCT33,201451,2947
N04,A47,PG01,PRODUCT02,201451,0
N04,A47,PG03,PRODUCT58,201451,5565
N04,A47,PG03,PRODUCT59,201451,124668
N04,A47,PG02,PRODUCT34,201451,18932
N04,A48,PG02,PRODUCT35,201451,416
N01,A09,PG04,PRODUCT63,201441,1026
N01,A09,PG01,PRODUCT15,201441,421
N01,A09,PG01,PRODUCT04,201441,724
N01,A09,PG01,PRODUCT16,201441,319
N01,A09,PG03,PRODUCT59,201441,125551
N01,A09,PG02,PRODUCT34,201441,18445
N01,A09,PG02,PRODUCT40,201441,151
N01,A09,PG03,PRODUCT47,201441,93
N01,A09,PG03,PRODUCT60,201441,1254
N01,A09,PG03,PRODUCT56,201441,507
N01,A09,PG03,PRODUCT57,201441,174
N01,A09,PG03,PRODUCT61,201441,58
N01,A09,PG01,PRODUCT12,201441,14547
N01,A09,PG01,PRODUCT01,201441,465
N01,A09,PG02,PRODUCT33,201441,1140
N01,A09,PG01,PRODUCT14,201441,22
N01,A11,PG03,PRODUCT58,201441,47
N01,A11,PG04,PRODUCT63,201441,65
N01,A11,PG01,PRODUCT15,201441,80
N01,A11,PG01,PRODUCT04,201441,84
N01,A11,PG01,PRODUCT16,201441,66
N01,A11,PG03,PRODUCT59,201441,16852
N01,A11,PG02,PRODUCT34,201441,2255
N01,A11,PG02,PRODUCT40,201441,13
N01,A11,PG03,PRODUCT60,201441,535
N01,A11,PG03,PRODUCT56,201441,7
N01,A11,PG03,PRODUCT57,201441,0
N01,A11,PG01,PRODUCT12,201441,4040
N01,A03,PG03,PRODUCT56,201448,9
N01,A03,PG03,PRODUCT57,201448,2403
N01,A03,PG01,PRODUCT12,201448,20375
N01,A03,PG01,PRODUCT01,201448,151
N01,A03,PG02,PRODUCT33,201448,425
N01,A03,PG01,PRODUCT14,201448,59
N01,A03,PG03,PRODUCT62,201448,1245
N02,A19,PG03,PRODUCT58,201448,341
N02,A19,PG03,PRODUCT59,201448,44642
N02,A19,PG02,PRODUCT34,201448,1674
N02,A16,PG03,PRODUCT58,201448,576
N02,A16,PG04,PRODUCT63,201448,12034
N02,A16,PG01,PRODUCT15,201448,948
N02,A16,PG01,PRODUCT04,201448,9584
N02,A16,PG01,PRODUCT16,201448,1432
N02,A16,PG03,PRODUCT59,201448,106927
N02,A16,PG02,PRODUCT34,201448,36578
N02,A16,PG02,PRODUCT38,201448,3742
N02,A16,PG02,PRODUCT26,201448,231
N02,A16,PG04,PRODUCT64,201448,258
N02,A16,PG03,PRODUCT48,201448,27
N02,A16,PG03,PRODUCT49,201448,45
N02,A16,PG04,PRODUCT74,201448,26
N02,A16,PG02,PRODUCT40,201448,247
N02,A16,PG03,PRODUCT47,201448,133
N02,A16,PG03,PRODUCT60,201448,3052
N02,A16,PG03,PRODUCT56,201448,1726
N05,A65,PG03,PRODUCT59,201449,12801
N05,A65,PG02,PRODUCT34,201449,2370
N05,A65,PG02,PRODUCT40,201449,1
N05,A65,PG03,PRODUCT47,201449,18
N05,A65,PG03,PRODUCT60,201449,99
N05,A65,PG03,PRODUCT56,201449,106
N05,A65,PG03,PRODUCT57,201449,74
N05,A65,PG01,PRODUCT12,201449,1294
N05,A65,PG01,PRODUCT01,201449,72
N05,A65,PG02,PRODUCT33,201449,100
N05,A65,PG01,PRODUCT14,201449,4
N05,A65,PG03,PRODUCT62,201449,146
N02,A24,PG03,PRODUCT58,201449,64
N02,A24,PG04,PRODUCT63,201449,68
N04,A46,PG03,PRODUCT58,201449,335
N04,A46,PG03,PRODUCT59,201449,31321
N04,A46,PG02,PRODUCT34,201449,2302
N01,A01,PG01,PRODUCT02,201449,793
N01,A01,PG01,PRODUCT06,201449,30
N01,A01,PG03,PRODUCT58,201449,18008
N01,A01,PG04,PRODUCT63,201449,129677
N01,A01,PG01,PRODUCT15,201449,9339
N01,A01,PG01,PRODUCT04,201449,49926
N01,A01,PG01,PRODUCT16,201449,1956
N01,A01,PG03,PRODUCT59,201449,723810
N01,A01,PG02,PRODUCT34,201449,183826
N01,A01,PG01,PRODUCT07,201449,1039
N01,A01,PG04,PRODUCT75,201449,47800
N01,A01,PG01,PRODUCT08,201449,143
N01,A01,PG02,PRODUCT19,201449,2231
N01,A01,PG02,PRODUCT20,201449,21
N01,A01,PG03,PRODUCT47,201449,28679
N01,A01,PG03,PRODUCT60,201449,0
N01,A01,PG03,PRODUCT56,201449,5242
N01,A01,PG03,PRODUCT57,201449,6735
N01,A01,PG01,PRODUCT12,201449,455488
N01,A01,PG01,PRODUCT01,201449,13068
N01,A01,PG02,PRODUCT33,201449,21373
N01,A01,PG01,PRODUCT14,201449,27594
N01,A01,PG03,PRODUCT62,201449,12845
N01,A02,PG01,PRODUCT02,201449,6954
N01,A02,PG01,PRODUCT06,201449,0
N01,A02,PG03,PRODUCT58,201449,2424
N01,A02,PG04,PRODUCT63,201449,2811
N01,A02,PG01,PRODUCT04,201449,3313
N01,A02,PG01,PRODUCT16,201449,1
N01,A02,PG03,PRODUCT59,201449,48708
N01,A02,PG02,PRODUCT34,201449,24949
N01,A02,PG03,PRODUCT47,201449,1476
N01,A02,PG03,PRODUCT60,201449,5
N01,A02,PG03,PRODUCT56,201449,137
N01,A02,PG03,PRODUCT57,201449,48
N01,A02,PG01,PRODUCT12,201449,8819
N01,A02,PG01,PRODUCT01,201449,147
N01,A02,PG02,PRODUCT33,201449,1852
N01,A02,PG01,PRODUCT14,201449,1987
N01,A02,PG03,PRODUCT62,201449,604
N01,A03,PG01,PRODUCT02,201449,1802
N01,A03,PG01,PRODUCT06,201449,1
N01,A03,PG03,PRODUCT58,201449,491
N01,A03,PG04,PRODUCT63,201449,3899
N01,A03,PG01,PRODUCT15,201449,2055
N01,A03,PG01,PRODUCT04,201449,2025
N01,A03,PG01,PRODUCT16,201449,4911
N01,A03,PG03,PRODUCT59,201449,71983
N01,A03,PG02,PRODUCT34,201449,7273
N01,A03,PG03,PRODUCT47,201449,507
N01,A03,PG03,PRODUCT56,201449,24
N01,A03,PG03,PRODUCT57,201449,2053
N01,A03,PG01,PRODUCT12,201449,19824
N01,A03,PG01,PRODUCT01,201449,191
N01,A03,PG02,PRODUCT33,201449,815
N01,A03,PG01,PRODUCT14,201449,101
N02,A28,PG03,PRODUCT56,201439,27
N02,A28,PG03,PRODUCT57,201439,231
N02,A28,PG01,PRODUCT12,201439,4784
N02,A28,PG01,PRODUCT01,201439,52
N02,A28,PG02,PRODUCT33,201439,35
N02,A28,PG03,PRODUCT62,201439,250
N02,A22,PG03,PRODUCT58,201439,284
N02,A22,PG03,PRODUCT59,201439,26377
N02,A22,PG02,PRODUCT34,201439,5885
N02,A22,PG03,PRODUCT56,201439,115
N02,A22,PG03,PRODUCT57,201439,2441
N02,A22,PG01,PRODUCT12,201439,7280
N02,A22,PG02,PRODUCT33,201439,352
N02,A22,PG03,PRODUCT62,201439,1135
N01,A06,PG03,PRODUCT58,201439,601
N01,A06,PG03,PRODUCT59,201439,19302
N01,A06,PG02,PRODUCT34,201439,7794
N01,A06,PG03,PRODUCT60,201439,112
N01,A06,PG03,PRODUCT56,201439,10
N01,A06,PG03,PRODUCT57,201439,224
N01,A06,PG01,PRODUCT12,201439,1778
N01,A06,PG02,PRODUCT33,201439,100
N01,A06,PG03,PRODUCT62,201439,124
N03,A41,PG03,PRODUCT58,201439,777
N03,A41,PG03,PRODUCT59,201439,691729
N03,A41,PG02,PRODUCT34,201439,41356
N03,A41,PG01,PRODUCT12,201439,61259
N05,A60,PG03,PRODUCT58,201439,220
N05,A60,PG04,PRODUCT63,201439,82
N05,A60,PG01,PRODUCT04,201439,34
N05,A60,PG03,PRODUCT59,201439,17967
N05,A60,PG02,PRODUCT34,201439,8526
N05,A60,PG03,PRODUCT47,201439,0
N05,A60,PG03,PRODUCT56,201439,28
N05,A60,PG03,PRODUCT57,201439,141
N05,A60,PG01,PRODUCT12,201439,1057
N05,A60,PG01,PRODUCT01,201439,4
N05,A60,PG02,PRODUCT33,201439,56
N05,A60,PG03,PRODUCT62,201439,307
N03,A37,PG03,PRODUCT58,201439,16
N03,A37,PG03,PRODUCT59,201439,14201
N03,A37,PG02,PRODUCT34,201439,1048
N03,A31,PG03,PRODUCT58,201439,26
N03,A31,PG03,PRODUCT59,201439,11720
N03,A31,PG02,PRODUCT34,201439,566
N01,A04,PG03,PRODUCT58,201439,181
N01,A04,PG04,PRODUCT63,201439,161
N01,A04,PG01,PRODUCT15,201439,1878
N01,A04,PG01,PRODUCT04,201439,2063
N01,A04,PG01,PRODUCT16,201439,22
N01,A04,PG03,PRODUCT59,201439,62274
N01,A04,PG02,PRODUCT34,201439,8513
N01,A04,PG02,PRODUCT40,201439,104
N01,A04,PG03,PRODUCT47,201439,10
N01,A04,PG03,PRODUCT60,201439,9
N01,A04,PG03,PRODUCT56,201439,131
N01,A04,PG03,PRODUCT57,201439,1589
N01,A04,PG01,PRODUCT12,201439,20543
N01,A04,PG01,PRODUCT01,201439,0
N01,A04,PG02,PRODUCT33,201439,1539
N01,A04,PG01,PRODUCT14,201439,62
N01,A04,PG03,PRODUCT62,201439,1113
N01,A04,PG02,PRODUCT17,201439,168
N01,A05,PG01,PRODUCT02,201439,0
N01,A05,PG03,PRODUCT58,201439,259
N01,A05,PG04,PRODUCT63,201439,440
N01,A05,PG01,PRODUCT15,201439,852
N01,A05,PG01,PRODUCT04,201439,1334
N01,A05,PG01,PRODUCT16,201439,320
N01,A05,PG03,PRODUCT59,201439,44450
N01,A05,PG02,PRODUCT34,201439,5080
N01,A05,PG02,PRODUCT40,201439,11
N01,A05,PG03,PRODUCT47,201439,29
N01,A05,PG03,PRODUCT60,201439,325
N01,A05,PG03,PRODUCT56,201439,557
N01,A05,PG03,PRODUCT57,201439,2
N01,A05,PG01,PRODUCT12,201439,2728
N01,A05,PG01,PRODUCT01,201439,10
N01,A05,PG02,PRODUCT33,201439,305
N01,A05,PG01,PRODUCT14,201439,9
N01,A05,PG03,PRODUCT62,201439,681
N01,A05,PG02,PRODUCT17,201439,0
N04,A52,PG03,PRODUCT58,201439,318
N04,A52,PG04,PRODUCT63,201439,260
N04,A52,PG01,PRODUCT15,201439,6
N04,A52,PG01,PRODUCT04,201439,1293
N04,A52,PG02,PRODUCT36,201439,0
N04,A52,PG03,PRODUCT59,201439,86993
N04,A52,PG02,PRODUCT34,201439,13742
N04,A52,PG03,PRODUCT47,201439,25
N04,A52,PG03,PRODUCT60,201439,333
N04,A52,PG03,PRODUCT56,201439,168
N04,A52,PG03,PRODUCT57,201439,2495
N04,A52,PG01,PRODUCT12,201439,14356
N04,A52,PG01,PRODUCT01,201439,525
N04,A52,PG02,PRODUCT33,201439,3519
N04,A52,PG01,PRODUCT14,201439,5
N05,A62,PG03,PRODUCT58,201439,61
N05,A62,PG03,PRODUCT59,201439,108119
N05,A62,PG02,PRODUCT34,201439,2388
N05,A62,PG02,PRODUCT40,201439,1
N05,A62,PG03,PRODUCT47,201439,0
N05,A62,PG03,PRODUCT56,201439,25
N05,A62,PG03,PRODUCT57,201439,175
N05,A62,PG01,PRODUCT12,201439,6748
N05,A62,PG02,PRODUCT33,201439,356
N05,A62,PG01,PRODUCT14,201439,0
N02,A28,PG03,PRODUCT56,201440,27
N02,A28,PG03,PRODUCT57,201440,233
N02,A28,PG01,PRODUCT12,201440,4193
N02,A28,PG01,PRODUCT01,201440,14
N02,A28,PG02,PRODUCT33,201440,27
N02,A28,PG03,PRODUCT62,201440,288
N02,A22,PG03,PRODUCT58,201440,282
N02,A22,PG03,PRODUCT59,201440,25381
N02,A22,PG02,PRODUCT34,201440,5847
N02,A22,PG03,PRODUCT56,201440,122
N02,A22,PG03,PRODUCT57,201440,2243
N02,A22,PG01,PRODUCT12,201440,7053
N02,A22,PG02,PRODUCT33,201440,291
N02,A22,PG03,PRODUCT62,201440,1030
N01,A06,PG03,PRODUCT58,201440,477
N01,A06,PG03,PRODUCT59,201440,34367
N01,A06,PG02,PRODUCT34,201440,6022
N01,A06,PG03,PRODUCT60,201440,141
N01,A06,PG03,PRODUCT56,201440,13
N01,A06,PG03,PRODUCT57,201440,211
N01,A06,PG01,PRODUCT12,201440,2122
N01,A06,PG02,PRODUCT33,201440,95
N01,A06,PG03,PRODUCT62,201440,127
N03,A41,PG03,PRODUCT58,201440,1197
N03,A41,PG03,PRODUCT59,201440,1002187
N03,A41,PG02,PRODUCT34,201440,54072
N03,A41,PG01,PRODUCT12,201440,196806
N05,A60,PG03,PRODUCT58,201440,168
N05,A60,PG04,PRODUCT63,201440,83
N05,A60,PG01,PRODUCT04,201440,14
N05,A60,PG03,PRODUCT59,201440,17516
N05,A60,PG02,PRODUCT34,201440,8580
N05,A60,PG03,PRODUCT47,201440,0
N05,A60,PG03,PRODUCT56,201440,19
N02,A26,PG03,PRODUCT60,201443,28
N02,A26,PG03,PRODUCT56,201443,128
N02,A26,PG03,PRODUCT57,201443,2624
N03,A31,PG03,PRODUCT59,201509,26522
N03,A31,PG02,PRODUCT34,201509,364
N01,A04,PG03,PRODUCT58,201509,226
N01,A04,PG04,PRODUCT63,201509,249
N01,A04,PG01,PRODUCT15,201509,218
N01,A04,PG01,PRODUCT04,201509,385
N01,A04,PG01,PRODUCT16,201509,11
N01,A04,PG03,PRODUCT59,201509,111670
N01,A04,PG02,PRODUCT34,201509,10774
N01,A04,PG02,PRODUCT40,201509,18
N01,A04,PG03,PRODUCT47,201509,6
N01,A04,PG03,PRODUCT60,201509,4
N01,A04,PG03,PRODUCT56,201509,64
N01,A04,PG03,PRODUCT57,201509,1314
N01,A04,PG01,PRODUCT12,201509,3939
N01,A04,PG01,PRODUCT01,201509,2
N01,A04,PG02,PRODUCT33,201509,686
N01,A04,PG01,PRODUCT14,201509,47
N01,A04,PG03,PRODUCT62,201509,333
N01,A04,PG02,PRODUCT17,201509,158
N01,A05,PG01,PRODUCT02,201509,0
N01,A05,PG03,PRODUCT58,201509,268
N01,A05,PG04,PRODUCT63,201509,521
N01,A05,PG01,PRODUCT15,201509,751
N01,A05,PG01,PRODUCT04,201509,1489
N01,A05,PG01,PRODUCT16,201509,340
N01,A05,PG03,PRODUCT59,201509,120060
N01,A05,PG02,PRODUCT34,201509,7691
N01,A05,PG02,PRODUCT40,201509,0
N01,A05,PG03,PRODUCT47,201509,31
N01,A05,PG03,PRODUCT60,201509,425
N01,A05,PG03,PRODUCT56,201509,343
N01,A05,PG03,PRODUCT57,201509,13
N01,A05,PG01,PRODUCT12,201509,2381
N01,A05,PG01,PRODUCT01,201509,0
N01,A05,PG02,PRODUCT33,201509,224
N01,A05,PG01,PRODUCT14,201509,5
N01,A05,PG03,PRODUCT62,201509,1425
N01,A05,PG02,PRODUCT17,201509,0
N04,A52,PG03,PRODUCT58,201509,292
N04,A52,PG04,PRODUCT63,201509,240
N04,A52,PG01,PRODUCT15,201509,2
N04,A52,PG01,PRODUCT04,201509,1072
N04,A52,PG02,PRODUCT36,201509,0
N04,A52,PG03,PRODUCT59,201509,90418
N04,A52,PG02,PRODUCT34,201509,17753
N04,A52,PG03,PRODUCT47,201509,6
N04,A52,PG03,PRODUCT60,201509,703
N04,A52,PG03,PRODUCT56,201509,110
N04,A52,PG03,PRODUCT57,201509,2071
N04,A52,PG01,PRODUCT12,201509,10211
N04,A52,PG01,PRODUCT01,201509,380
N04,A52,PG02,PRODUCT33,201509,2549
N04,A52,PG01,PRODUCT14,201509,3
N05,A62,PG03,PRODUCT58,201509,56
N05,A62,PG03,PRODUCT59,201509,115499
N05,A62,PG02,PRODUCT34,201509,2166
N05,A62,PG02,PRODUCT40,201509,2
N05,A62,PG03,PRODUCT47,201509,9
N05,A62,PG03,PRODUCT56,201509,9
N05,A62,PG03,PRODUCT57,201509,113
N05,A62,PG01,PRODUCT12,201509,3923
N05,A62,PG02,PRODUCT33,201509,230
N05,A62,PG01,PRODUCT14,201509,0
N05,A62,PG03,PRODUCT62,201509,51
N04,A50,PG03,PRODUCT58,201509,63
N04,A50,PG03,PRODUCT59,201509,42349
N04,A50,PG02,PRODUCT34,201509,2506
N04,A50,PG02,PRODUCT40,201509,6
N04,A50,PG03,PRODUCT47,201509,0
N04,A50,PG03,PRODUCT60,201509,9
N04,A50,PG03,PRODUCT56,201509,3
N04,A50,PG03,PRODUCT57,201509,189
N04,A50,PG01,PRODUCT12,201509,1988
N04,A50,PG01,PRODUCT01,201509,0
N04,A50,PG02,PRODUCT33,201509,371
N04,A50,PG02,PRODUCT17,201509,5
N02,A20,PG03,PRODUCT58,201509,108
N02,A20,PG03,PRODUCT59,201509,64632
N02,A20,PG02,PRODUCT34,201509,3543
N02,A17,PG03,PRODUCT58,201509,92
N02,A17,PG04,PRODUCT63,201509,824
N02,A17,PG01,PRODUCT15,201509,178
N02,A17,PG01,PRODUCT04,201509,673
N02,A17,PG01,PRODUCT16,201509,1180
N02,A17,PG03,PRODUCT59,201509,36405
N02,A17,PG02,PRODUCT34,201509,2401
N02,A17,PG03,PRODUCT47,201509,158
N02,A17,PG03,PRODUCT60,201509,1
N02,A17,PG03,PRODUCT56,201509,132
N02,A17,PG03,PRODUCT57,201509,1126
N02,A17,PG01,PRODUCT12,201509,10697
N02,A17,PG01,PRODUCT01,201509,7
N02,A17,PG02,PRODUCT33,201509,292
N02,A17,PG01,PRODUCT14,201509,63
N02,A17,PG03,PRODUCT62,201509,2159
N02,A25,PG02,PRODUCT40,201501,1
N02,A25,PG03,PRODUCT47,201501,2
N02,A25,PG01,PRODUCT13,201501,10
N02,A25,PG03,PRODUCT60,201501,112
N02,A25,PG03,PRODUCT56,201501,72
N02,A25,PG03,PRODUCT57,201501,1109
N02,A25,PG01,PRODUCT12,201501,4415
N02,A25,PG01,PRODUCT01,201501,0
N02,A25,PG02,PRODUCT33,201501,34
N02,A25,PG01,PRODUCT14,201501,0
N02,A25,PG03,PRODUCT62,201501,572
N02,A25,PG02,PRODUCT17,201501,124
N02,A28,PG03,PRODUCT58,201501,273
N02,A28,PG04,PRODUCT63,201501,505
N02,A28,PG01,PRODUCT15,201501,530
N02,A28,PG01,PRODUCT04,201501,751
N02,A28,PG01,PRODUCT16,201501,4
N02,A28,PG03,PRODUCT59,201501,63625
N02,A28,PG02,PRODUCT34,201501,11127
N02,A28,PG02,PRODUCT40,201501,1
N02,A28,PG03,PRODUCT47,201501,1
N02,A28,PG03,PRODUCT60,201501,24
N02,A28,PG03,PRODUCT56,201501,172
N02,A28,PG03,PRODUCT57,201501,1701
N02,A28,PG01,PRODUCT12,201501,4527
N02,A28,PG01,PRODUCT01,201501,53
N02,A28,PG02,PRODUCT33,201501,152
N02,A28,PG03,PRODUCT62,201501,1814
N02,A22,PG03,PRODUCT58,201501,128
N02,A22,PG03,PRODUCT59,201501,34675
N02,A22,PG02,PRODUCT34,201501,3865
N02,A22,PG03,PRODUCT56,201501,194
N02,A22,PG03,PRODUCT57,201501,2763
N02,A22,PG01,PRODUCT12,201501,11110
N02,A22,PG02,PRODUCT33,201501,776
N02,A22,PG03,PRODUCT62,201501,2519
N01,A11,PG03,PRODUCT57,201538,0
N01,A11,PG01,PRODUCT12,201538,2592
N01,A11,PG01,PRODUCT01,201538,200
N01,A11,PG02,PRODUCT33,201538,421
N04,A48,PG02,PRODUCT40,201538,883
N04,A48,PG03,PRODUCT47,201538,2959
N04,A48,PG01,PRODUCT13,201538,128
N04,A48,PG04,PRODUCT73,201538,4683
N04,A48,PG03,PRODUCT60,201538,575
N04,A48,PG03,PRODUCT56,201538,3431
N04,A48,PG03,PRODUCT57,201538,2985
N04,A48,PG03,PRODUCT61,201538,0
N04,A48,PG01,PRODUCT12,201538,13499
N04,A48,PG01,PRODUCT01,201538,9879
N05,A77,PG01,PRODUCT12,201538,2783
N05,A77,PG01,PRODUCT01,201538,2385
N04,A48,PG02,PRODUCT33,201538,2959
N04,A48,PG03,PRODUCT62,201538,7108
N05,A61,PG03,PRODUCT58,201538,3
N05,A61,PG03,PRODUCT59,201538,31778
N05,A61,PG02,PRODUCT34,201538,1200
N03,A33,PG03,PRODUCT58,201538,23
N03,A33,PG03,PRODUCT59,201538,75876
N03,A33,PG02,PRODUCT34,201538,1652
N03,A34,PG03,PRODUCT58,201538,180
N03,A34,PG03,PRODUCT59,201538,139494
N03,A34,PG02,PRODUCT34,201538,12230
N03,A34,PG01,PRODUCT12,201538,6831
N03,A35,PG03,PRODUCT58,201538,36
N03,A35,PG03,PRODUCT59,201538,12395
N03,A35,PG02,PRODUCT34,201538,963
N03,A36,PG03,PRODUCT59,201538,822
N03,A42,PG03,PRODUCT58,201538,0
N03,A42,PG03,PRODUCT59,201538,22721
N03,A42,PG02,PRODUCT34,201538,580
N04,A54,PG03,PRODUCT58,201538,0
N04,A54,PG03,PRODUCT59,201538,9705
N04,A54,PG02,PRODUCT34,201538,255
N04,A55,PG03,PRODUCT58,201538,2
N04,A55,PG03,PRODUCT59,201538,13272
N04,A55,PG02,PRODUCT34,201538,491
N01,A00,PG03,PRODUCT58,201538,2
N01,A00,PG03,PRODUCT59,201538,60059
N01,A00,PG02,PRODUCT34,201538,206
N03,A29,PG03,PRODUCT58,201538,7
N03,A29,PG03,PRODUCT59,201538,115293
N03,A29,PG02,PRODUCT34,201538,4795
N01,A02,PG01,PRODUCT12,201541,8832
N01,A02,PG01,PRODUCT01,201541,209
N01,A02,PG02,PRODUCT33,201541,1614
N01,A02,PG01,PRODUCT14,201541,1927
N01,A02,PG03,PRODUCT62,201541,760
N01,A03,PG01,PRODUCT02,201541,5194
N01,A03,PG01,PRODUCT06,201541,0
N01,A03,PG03,PRODUCT58,201541,63
N01,A03,PG04,PRODUCT63,201541,2289
N01,A03,PG01,PRODUCT15,201541,770
N01,A03,PG01,PRODUCT04,201541,1287
N01,A03,PG01,PRODUCT16,201541,1358
N01,A03,PG03,PRODUCT59,201541,116091
N01,A03,PG02,PRODUCT34,201541,8021
N01,A03,PG03,PRODUCT47,201541,216
N01,A03,PG03,PRODUCT56,201541,121
N01,A03,PG03,PRODUCT57,201541,1219
N01,A03,PG01,PRODUCT12,201541,12278
N01,A03,PG01,PRODUCT01,201541,70
N01,A03,PG02,PRODUCT33,201541,706
N01,A03,PG01,PRODUCT14,201541,104
N01,A03,PG03,PRODUCT62,201541,825
N02,A19,PG03,PRODUCT58,201541,52
N02,A19,PG03,PRODUCT59,201541,44347
N02,A19,PG02,PRODUCT34,201541,1811
N02,A16,PG03,PRODUCT58,201541,253
N02,A16,PG04,PRODUCT63,201541,3111
N02,A16,PG01,PRODUCT15,201541,450
N02,A16,PG01,PRODUCT04,201541,3534
N02,A16,PG01,PRODUCT16,201541,377
N02,A16,PG03,PRODUCT59,201541,132698
N02,A16,PG02,PRODUCT34,201541,21969
N02,A16,PG02,PRODUCT38,201541,2625
N02,A16,PG02,PRODUCT26,201541,86
N02,A16,PG04,PRODUCT64,201541,157
N02,A16,PG03,PRODUCT48,201541,33
N02,A16,PG03,PRODUCT49,201541,34
